Instances,Source,Push0_Max,Push_max,PAR_Max,PAR0_Max,P2R_Max,P2R0_Max,Pseudo_Max,algo_Push,algo_PAR,algo_P2R,algo_Pseudo,x_PushROC,x_PARROC,x_P2RROC,x_PseudoROC,feature_Nodes,feature_Arcs,feature_Density,feature_CapDens,feature_AvNdDgr,feature_TrivialEtraFlw,feature_PrcNetPotPth,feature_EstMinPrcDepFlw,feature_PerBdCap,feature_PerGdCap,feature_StDAC,feature_OutlMxCap,feature_OutlMnCap,feature_CapAvNddg,feature_RlCapAvNddg,feature_RlPotNetExcess,feature_AVRlPotNetExcess
Netgen_n10000_d0.30_c10000_5,Netgen,13015766,13015766,13015766,13015766,13015766,13015766,13015766,1.19,0.42,0.5,0.004,22474,15136,13954,12606,10000,29997000,0.3,1540.0223,2999.7,0,8.50E-05,2996.1092,0.51315,0.48685,7818.6474,78.5145,0.000195,15400222.82,38.2095,7232394.556,723.3118
Netgen_n10000_d0.30_c100000_1,Netgen,152388221,152388221,152388221,152388221,152388221,152388221,152388221,3.3,0.52,0.56,0.098,35524,18170,16809,15119,10000,29997000,0.3,15054.7589,2999.7,29684875,0.000121,3033.2658,0.50159,0.49841,30563.502,11.9681,2.00E-05,150547589.2,250.6657,7410813.211,741.1554
Netgen_n10000_d0.30_c100000_2,Netgen,151690549,151690549,151690549,151690549,151690549,151690549,151690549,3.69,0.55,0.94,0.12,63760,18248,24311,19863,10000,29997000,0.3,14999.2032,2999.7,98136209,0.000167,3020.4389,0.49995,0.50005,28864.227,2.0001,2.00E-05,149992032.4,1499.9203,7537662.288,753.8416
Netgen_n10000_d0.30_c100000_3,Netgen,42483086,42483086,42483086,42483086,42483086,42483086,42483086,0.85,0.23,0.27,0.002,9296,4448,4200,5293,10000,29997000,0.3,15064.3796,2999.7,0,2.80E-05,2929.0528,0.50198,0.49802,31173.5173,13.8383,2.00E-05,150643795.9,216.7889,7548169.715,754.8925
Netgen_n10000_d0.30_c100000_4,Netgen,149444015,149444015,149444015,149444015,149444015,149444015,149444015,3.43,0.53,0.56,0.099,43287,17982,16780,15645,10000,29997000,0.3,15034.4522,2999.7,50861905,0.000133,3017.714,0.50088,0.49912,29471.9514,7.4981,2.00E-05,150344522.3,400.1015,7447028.866,744.7774
Netgen_n10000_d0.30_c100000_5,Netgen,149111063,149111063,149111063,149111063,149111063,149111063,149111063,3.84,0.55,1.01,0.096,72374,18207,26556,18787,10000,29997000,0.3,14997.2649,2999.7,110618844,0.000173,2997.8941,0.49996,0.50004,28874.8941,2.0004,2.00E-05,149972648.7,1499.7265,7498332.423,749.9082
Netgen_n10000_d0.30_c1000000_1,Netgen,1548674490,1548674490,1548674490,1548674490,1548674490,1548674490,1548674490,3.68,0.54,0.57,0.181,50599,18588,17404,24055,10000,29997000,0.3,150008.5318,2999.7,654846405,0.000147,3025.0979,0.49996,0.50004,288656.3053,1.9999,2.00E-06,1500085318,1500.0853,7509402.624,751.0154
Netgen_n10000_d0.30_c1000000_2,Netgen,1537296821,1537296821,1537296821,1537296821,1537296821,1537296821,1537296821,3.32,0.53,0.56,0.31,40669,18448,17178,26452,10000,29997000,0.3,149980.4742,2999.7,351211547,0.000126,2999.1796,0.50016,0.49984,288644.1409,2.0003,2.00E-06,1499804742,1499.8047,7562235.764,756.2992
Netgen_n10000_d0.30_c1000000_3,Netgen,818685931,818685931,818685931,818685931,818685931,818685931,818685931,0.99,0.35,0.4,0.003,16020,9227,8518,9242,10000,29997000,0.3,149998.0931,2999.7,0,5.50E-05,3014.1033,0.49992,0.50008,288644.0638,2,2.00E-06,1499980931,1499.9809,7436170.709,743.6914
Netgen_n10000_d0.30_c1000000_4,Netgen,1168615070,1168615070,1168615070,1168615070,1168615070,1168615070,1168615070,1.12,0.4,0.48,0.004,20723,13538,12565,11786,10000,29997000,0.3,150007.8066,2999.7,0,7.80E-05,3021.9197,0.50005,0.49995,288702.2698,1.9999,2.00E-06,1500078066,1500.0781,7552604.595,755.336
Netgen_n10000_d0.30_c1000000_5,Netgen,1455310422,1455310422,1455310422,1455310422,1455310422,1455310422,1455310422,3.91,0.56,0.6,0.098,80816,17917,17085,19159,10000,29997000,0.3,149969.4693,2999.7,1407391623,0.000191,3008.1354,0.50013,0.49987,288654.3506,2.0004,2.00E-06,1499694693,1499.6947,7470866.407,747.1614
Netgen_n10000_d0.30_c10000000_1,Netgen,14879357045,14879357045,14879357045,14879357045,14879357045,14879357045,14879357045,3.59,0.52,0.55,0.102,43051,18106,16871,18701,10000,29997000,0.3,1498442.22,2999.7,4248727410,0.000128,2991.2983,0.50014,0.49986,2885872.483,2.0021,0,14984422204,1498.4422,7479860.324,748.0608
Netgen_n10000_d0.30_c10000000_2,Netgen,3456295185,3456295185,3456295185,3456295185,3456295185,3456295185,3456295185,0.88,0.23,0.25,0.003,9282,3873,3598,7212,10000,29997000,0.3,1498534.618,2999.7,0,2.30E-05,3026.3662,0.50014,0.49986,2886287.047,2.002,0,14985346179,1498.5346,7469775.357,747.0522
Netgen_n10000_d0.30_c10000000_3,Netgen,15247762007,15247762007,15247762007,15247762007,15247762007,15247762007,15247762007,1.68,0.52,0.54,0.151,27686,18886,17458,17711,10000,29997000,0.3,1498312.942,2999.7,414725774,0.000105,3055.786,0.50018,0.49982,2885948.66,2.0023,0,14983129424,1498.3129,7631170.452,763.1934
Netgen_n10000_d0.30_c10000000_4,Netgen,8843104306,8843104306,8843104306,8843104306,8843104306,8843104306,8843104306,1.05,0.37,0.42,0.004,18559,10206,9378,12878,10000,29997000,0.3,1498230.403,2999.7,0,5.90E-05,2929.5026,0.50018,0.49982,2885988.931,2.0024,0,14982304032,1498.2304,7465172.478,746.5919
Netgen_n10000_d0.30_c10000000_5,Netgen,1671436256,1671436256,1671436256,1671436256,1671436256,1671436256,1671436256,0.74,0.15,0.16,0.002,5454,1815,1672,4354,10000,29997000,0.3,1497977.109,2999.7,0,1.10E-05,2930.6763,0.50023,0.49977,2886114.14,2.0027,0,14979771092,1497.9771,7404645.923,740.5386
Netgen_n10000_d0.40_c1000_1,Netgen,2506413,2506413,2506413,2506413,2506413,2506413,2506413,6.27,0.93,1.68,0.482,100038,27093,41585,71237,10000,39996000,0.4,250.1589,3999.6,1726602,0.000169,4427.7934,0.62488,0.37512,7902.4609,799.4917,0.001599,2501589.299,5.0032,8084000.811,808.4809
Netgen_n10000_d0.40_c1000_2,Netgen,2859273,2859273,2859273,2859273,2859273,2859273,2859273,6.09,1.01,1.53,0.435,86678,32228,41519,51739,10000,39996000,0.4,287.5206,3999.6,1092164,0.000137,4536.7878,0.71786,0.28214,13807.6079,1215.4188,0.001391,2875206.432,3.291,6917381.863,691.8074
Netgen_n10000_d0.40_c1000_3,Netgen,1242990,1242990,1242990,1242990,1242990,1242990,1242990,1.58,0.47,0.58,0.003,18548,12567,12161,10039,10000,39996000,0.4,238.1228,3999.6,0,5.20E-05,3331.5918,0.59476,0.40524,5997.5199,637.3283,0.00168,2381227.885,6.2762,8274731.389,827.5559
Netgen_n10000_d0.40_c1000_4,Netgen,2294036,2294036,2294036,2294036,2294036,2294036,2294036,6.93,0.86,1.67,0.515,110275,24788,42133,62550,10000,39996000,0.4,228.383,3999.6,1977359,0.000187,4266.5284,0.56992,0.43008,4468.0085,494.8057,0.001751,2283829.637,8.084,8796333.153,879.7213
Netgen_n10000_d0.40_c1000_5,Netgen,1666006,1666006,1666006,1666006,1666006,1666006,1666006,1.84,0.53,0.67,0.004,23997,18034,16709,12417,10000,39996000,0.4,213.3595,3999.6,0,7.80E-05,3957.5595,0.5329,0.4671,2100.1964,247.6159,0.001875,2133594.995,16.1541,9354792.429,935.5728
Netgen_n10000_d0.40_c10000_1,Netgen,20090437,20090437,20090437,20090437,20090437,20090437,20090437,5.95,0.74,0.8,0.206,37496,22898,21109,17554,10000,39996000,0.4,2062.8141,3999.6,2999420,0.000112,4060.898,0.51575,0.48425,10372.1536,123.157,0.000194,20628140.78,32.4789,9812382.026,981.3363
Netgen_n10000_d0.40_c10000_2,Netgen,20945054,20945054,20945054,20945054,20945054,20945054,20945054,5.74,0.77,0.8,0.405,34631,24128,22210,21173,10000,39996000,0.4,2096.864,3999.6,1484316,0.000107,4041.8983,0.52421,0.47579,15583.2679,185.7227,0.000191,20968640.45,21.5375,9484362.647,948.5311
Netgen_n10000_d0.40_c10000_3,Netgen,4852046,4852046,4852046,4852046,4852046,4852046,4852046,1.32,0.29,0.32,0.002,8418,5034,4797,4392,10000,39996000,0.4,2002.0032,3999.6,0,2.40E-05,3952.8995,0.50039,0.49961,2902.828,4.9009,0.0002,20020032.16,816.1781,9948972.543,994.9968
Netgen_n10000_d0.40_c10000_4,Netgen,20885138,20885138,20885138,20885138,20885138,20885138,20885138,5.79,0.77,0.84,0.418,56002,23612,22134,33157,10000,39996000,0.4,2088.8269,3999.6,7385490,0.000135,4099.0706,0.52221,0.47779,14341.7259,171.1123,0.000191,20888268.82,23.3765,9680469.475,968.1438
Netgen_n10000_d0.40_c10000_5,Netgen,11785975,11785975,11785975,11785975,11785975,11785975,11785975,1.52,0.46,0.54,0.003,17573,12531,11631,8984,10000,39996000,0.4,2018.015,3999.6,0,5.80E-05,3921.2021,0.50436,0.49564,4021.475,36.0905,0.000198,20180150.34,110.8324,9876857.04,987.7845
Netgen_n10000_d0.40_c100000_1,Netgen,94937837,94937837,94937837,94937837,94937837,94937837,94937837,1.42,0.42,0.49,0.003,16709,10602,9744,10184,10000,39996000,0.4,19996.7593,3999.6,0,4.70E-05,3938.9657,0.50003,0.49997,28869.6581,2.0003,2.00E-05,199967593.3,1999.6759,10177229.79,1017.8248
Netgen_n10000_d0.40_c100000_2,Netgen,25814832,25814832,25814832,25814832,25814832,25814832,25814832,1.03,0.21,0.24,0.002,5316,2824,2638,3263,10000,39996000,0.4,19997.8394,3999.6,0,1.30E-05,4144.5117,0.50011,0.49989,28867.3597,2.0002,2.00E-05,199978394.3,1999.7839,10053439.37,1005.4445
Netgen_n10000_d0.40_c100000_3,Netgen,59414778,59414778,59414778,59414778,59414778,59414778,59414778,1.22,0.32,0.37,0.002,9637,6054,5704,5252,10000,39996000,0.4,20028.349,3999.6,0,3.00E-05,3880.0605,0.50063,0.49937,29211.5422,6.673,2.00E-05,200283489.5,599.4268,9819490.213,982.0472
Netgen_n10000_d0.40_c100000_4,Netgen,183789068,183789068,183789068,183789068,183789068,183789068,183789068,1.84,0.56,0.69,0.004,25821,20079,18826,12877,10000,39996000,0.4,20029.0431,3999.6,0,9.20E-05,3974.8056,0.50059,0.49941,29232.3823,6.8579,2.00E-05,200290430.9,583.2654,9922479.861,992.3472
Netgen_n10000_d0.40_c100000_5,Netgen,193334415,193334415,193334415,193334415,193334415,193334415,193334415,1.9,0.58,0.71,0.005,27767,22133,20463,13857,10000,39996000,0.4,20046.7765,3999.6,0,9.60E-05,4083.7002,0.50098,0.49902,29728.2639,9.9767,2.00E-05,200467765.1,400.9355,10037617.55,1003.8621
Netgen_n10000_d0.40_c1000000_1,Netgen,664999047,664999047,664999047,664999047,664999047,664999047,664999047,1.26,0.34,0.4,0.002,10753,7022,6624,5977,10000,39996000,0.4,200035.5179,3999.6,0,3.30E-05,4042.9648,0.49999,0.50001,288672.6206,1.9996,2.00E-06,2000355179,2000.3552,9893276.281,989.4266
Netgen_n10000_d0.40_c1000000_2,Netgen,1204611785,1204611785,1204611785,1204611785,1204611785,1204611785,1204611785,1.52,0.46,0.56,0.003,18307,13019,12083,9762,10000,39996000,0.4,199976.844,3999.6,0,6.00E-05,4077.4405,0.49994,0.50006,288651.7303,2.0002,2.00E-06,1999768440,1999.7684,10115031.57,1011.6043
Netgen_n10000_d0.40_c1000000_3,Netgen,833372060,833372060,833372060,833372060,833372060,833372060,833372060,1.41,0.38,0.46,0.003,13694,8906,8222,7425,10000,39996000,0.4,199988.9069,3999.6,0,4.20E-05,4005.3588,0.49988,0.50012,288651.1656,2.0001,2.00E-06,1999889069,1999.8891,10060798.77,1006.1805
Netgen_n10000_d0.40_c1000000_4,Netgen,1961998240,1961998240,1961998240,1961998240,1961998240,1961998240,1961998240,1.81,0.59,0.74,0.005,29583,23027,21116,16095,10000,39996000,0.4,199935.5361,3999.6,0,9.80E-05,4006.8974,0.50013,0.49987,288684.012,2.0006,2.00E-06,1999355361,1999.3554,10121666.17,1012.2678
Netgen_n10000_d0.40_c1000000_5,Netgen,1956395021,1956395021,1956395021,1956395021,1956395021,1956395021,1956395021,5.07,0.72,0.77,0.174,44230,22219,20799,19189,10000,39996000,0.4,199986.167,3999.6,530064635,0.000124,3980.1731,0.49993,0.50007,288661.596,2.0001,2.00E-06,1999861670,1999.8617,10027525.39,1002.8528
Netgen_n10000_d0.40_c10000000_1,Netgen,640683613,640683613,640683613,640683613,640683613,640683613,640683613,0.77,0.14,0.14,0.001,1832,705,650,1452,10000,39996000,0.4,1997570.391,3999.6,0,3.00E-06,4022.0697,0.50023,0.49977,2886031.259,2.0024,0,19975703911,1997.5704,10038685.36,1003.9689
Netgen_n10000_d0.40_c10000000_2,Netgen,20558172563,20558172563,20558172563,20558172563,20558172563,20558172563,20558172563,5.85,0.78,1.49,0.174,102230,22551,38596,26558,10000,39996000,0.4,1997431.187,3999.6,18300307139,0.000195,3958.7709,0.50024,0.49976,2886021.051,2.0026,0,19974311873,1997.4312,9902062.002,990.3052
Netgen_n10000_d0.40_c10000000_3,Netgen,19833877006,19833877006,19833877006,19833877006,19833877006,19833877006,19833877006,1.75,0.58,0.72,0.005,30476,23071,21175,17177,10000,39996000,0.4,1997830.013,3999.6,0,9.90E-05,3964.6074,0.5001,0.4999,2885989.37,2.0022,0,19978300125,1997.83,10057211.72,1005.8218
Netgen_n10000_d0.40_c10000000_4,Netgen,13242676916,13242676916,13242676916,13242676916,13242676916,13242676916,13242676916,1.48,0.49,0.61,0.004,22237,14936,13782,13436,10000,39996000,0.4,1997867.38,3999.6,0,6.60E-05,4031.4042,0.50013,0.49987,2886005.464,2.0021,0,19978673802,1997.8674,10029686.15,1003.0689
Netgen_n10000_d0.40_c10000000_5,Netgen,14814732945,14814732945,14814732945,14814732945,14814732945,14814732945,14814732945,1.59,0.51,0.64,0.004,23896,16651,15486,14016,10000,39996000,0.4,1997771.432,3999.6,0,7.40E-05,3981.0752,0.50019,0.49981,2885915.237,2.0022,0,19977714318,1997.7716,9926804.731,992.7798
Netgen_n10000_d0.50_c1000_1,Netgen,1205592,1205592,1205592,1205592,1205592,1205592,1205592,1.79,0.5,1.3,0.003,15402,11931,11043,7295,10000,49995000,0.5,264.9695,4999.5,0,4.60E-05,4642.028,0.52896,0.47104,2106.976,279.4454,0.001887,2649694.813,17.8926,11811495.31,1181.2677
Netgen_n10000_d0.50_c1000_2,Netgen,1395520,1395520,1395520,1395520,1395520,1395520,1395520,1.81,0.52,1.1,0.004,17647,13190,12738,8908,10000,49995000,0.5,293.7919,4999.5,0,4.80E-05,4025.3923,0.58678,0.41322,6161.1775,741.5198,0.001702,2937918.711,6.7429,10782117.21,1078.3196
Netgen_n10000_d0.50_c1000_3,Netgen,2538277,2538277,2538277,2538277,2538277,2538277,2538277,6.61,0.74,1.37,0.02,32410,27262,24688,16000,10000,49995000,0.5,282.6562,4999.5,0,9.00E-05,4912.4132,0.56496,0.43504,4592.6479,574.2382,0.001769,2826562.055,8.7072,11175915.48,1117.7033
Netgen_n10000_d0.50_c1000_4,Netgen,2855382,2855382,2855382,2855382,2855382,2855382,2855382,6.82,0.83,1.74,0.106,40868,31129,28206,22733,10000,49995000,0.5,300.1762,4999.5,0,9.50E-05,4980.3129,0.59994,0.40006,7069.5319,832.8441,0.001666,3001762.39,6.0035,10561802.8,1056.2859
Netgen_n10000_d0.50_c1000_5,Netgen,3218125,3218125,3218125,3218125,3218125,3218125,3218125,6.8,1.16,2.01,0.605,84162,34847,34430,47758,10000,49995000,0.5,322.7138,4999.5,1082101,0.000133,5365.7899,0.64486,0.35514,10247.7692,1123.0942,0.001549,3227138.037,4.452,9604348.637,960.5309
Netgen_n10000_d0.50_c10000_1,Netgen,24925293,24925293,24925293,24925293,24925293,24925293,24925293,8.75,1.01,3.04,0.557,115215,24884,43420,49219,10000,49995000,0.5,2539.4383,4999.5,23135817,0.000189,5058.5927,0.50765,0.49235,6258.7385,78.3045,0.000197,25394382.95,63.8533,12209568.45,1221.079
Netgen_n10000_d0.50_c10000_2,Netgen,23183536,23183536,23183536,23183536,23183536,23183536,23183536,2.3,0.69,1.33,0.006,28787,24595,23089,13120,10000,49995000,0.5,2549.9075,4999.5,0,9.10E-05,4966.4004,0.50979,0.49021,7571.9063,98.0428,0.000196,25499075.26,50.9982,12232534.92,1223.3758
Netgen_n10000_d0.50_c10000_3,Netgen,1368274,1368274,1368274,1368274,1368274,1368274,1368274,1.17,0.19,0.54,0.001,2005,1329,1256,877,10000,49995000,0.5,2517.2995,4999.5,0,5.00E-06,4397.0539,0.50328,0.49672,3753.5486,34.6959,0.000199,25172994.6,144.1092,12416835.2,1241.8077
Netgen_n10000_d0.50_c10000_4,Netgen,25902248,25902248,25902248,25902248,25902248,25902248,25902248,8.8,1.03,3.09,0.627,121536,25183,45606,52110,10000,49995000,0.5,2549.8267,4999.5,24208181,0.000197,5005.4411,0.50972,0.49028,7571.6747,98.0459,0.000196,25498267.27,50.9965,12450149.07,1245.1394
Netgen_n10000_d0.50_c10000_5,Netgen,20658646,20658646,20658646,20658646,20658646,20658646,20658646,2.14,0.63,1.19,0.005,25343,21324,19784,11390,10000,49995000,0.5,2510.4641,4999.5,0,8.20E-05,5030.1803,0.50189,0.49811,3234.6509,21.5506,0.000199,25104641.24,232.0121,12574934.73,1257.6192
Netgen_n10000_d0.50_c100000_1,Netgen,251557853,251557853,251557853,251557853,251557853,251557853,251557853,9.15,0.99,1.9,0.161,116700,25089,24520,17457,10000,49995000,0.5,25023.8064,4999.5,231643745,0.000193,4992.2424,0.5003,0.4997,29014.8263,5.1649,2.00E-05,250238063.8,968.0801,12562508.81,1256.3765
Netgen_n10000_d0.50_c100000_2,Netgen,248658295,248658295,248658295,248658295,248658295,248658295,248658295,8.89,0.98,1.71,0.222,94448,24967,24375,22694,10000,49995000,0.5,25054.1921,4999.5,179660335,0.000171,5004.4574,0.50095,0.49905,29839.1744,11.6701,2.00E-05,250541920.8,428.4438,12652598.22,1265.3864
Netgen_n10000_d0.50_c100000_3,Netgen,252733347,252733347,252733347,252733347,252733347,252733347,252733347,8.24,0.95,1.68,0.162,58930,25987,24873,17140,10000,49995000,0.5,25026.9408,4999.5,84409074,0.000135,5018.7988,0.5006,0.4994,29188.079,7.1032,2.00E-05,250269407.6,703.9056,12427311.3,1242.8554
Netgen_n10000_d0.50_c100000_4,Netgen,252669760,252669760,252669760,252669760,252669760,252669760,252669760,8.43,0.98,1.62,0.532,74820,25652,24928,37808,10000,49995000,0.5,25087.9941,4999.5,129864998,0.000153,5012.6624,0.50171,0.49829,31450.1579,18.595,2.00E-05,250879941.1,268.8899,12444825.71,1244.607
Netgen_n10000_d0.50_c100000_5,Netgen,72564684,72564684,72564684,72564684,72564684,72564684,72564684,1.59,0.38,0.77,0.002,9737,7168,6781,4708,10000,49995000,0.5,25046.2087,4999.5,0,2.90E-05,5060.15,0.50079,0.49921,29556.4922,9.9816,2.00E-05,250462086.5,500.9242,12333404.11,1233.4638
Netgen_n10000_d0.50_c1000000_1,Netgen,2557003390,2557003390,2557003390,2557003390,2557003390,2557003390,2557003390,8.9,1.02,1.12,0.149,107833,25300,24688,17334,10000,49995000,0.5,249968.061,4999.5,2082483797,0.000186,4959.3404,0.50009,0.49991,288630.3359,2.0003,2.00E-06,2499680610,2499.6806,12451452.33,1245.2698
Netgen_n10000_d0.50_c1000000_2,Netgen,810113948,810113948,810113948,810113948,810113948,810113948,810113948,1.55,0.4,0.69,0.002,10982,8179,7641,5272,10000,49995000,0.5,249972.7754,4999.5,0,3.20E-05,5076.0606,0.49996,0.50004,288650.3071,2.0002,2.00E-06,2499727754,2499.7278,12540420.28,1254.1674
Netgen_n10000_d0.50_c1000000_3,Netgen,2059985382,2059985382,2059985382,2059985382,2059985382,2059985382,2059985382,2.15,0.66,1.03,0.004,26700,21675,20236,13108,10000,49995000,0.5,249984.3523,4999.5,0,8.20E-05,4966.1503,0.50007,0.49993,288683.5261,2.0001,2.00E-06,2499843523,2499.8435,12397908.12,1239.9148
Netgen_n10000_d0.50_c1000000_4,Netgen,412914899,412914899,412914899,412914899,412914899,412914899,412914899,1.42,0.28,0.58,0.002,5803,4129,3859,2890,10000,49995000,0.5,249951.5646,4999.5,0,1.70E-05,4933.5552,0.50017,0.49983,288603.7897,2.0004,2.00E-06,2499515646,2499.5156,12660955.25,1266.2221
Netgen_n10000_d0.50_c1000000_5,Netgen,1555288824,1555288824,1555288824,1555288824,1555288824,1555288824,1555288824,2.06,0.57,1.24,0.003,20720,16290,15197,10159,10000,49995000,0.5,249971.3934,4999.5,0,6.20E-05,5032.5665,0.50014,0.49986,288666.2813,2.0002,2.00E-06,2499713934,2499.7139,12435981.67,1243.7225
Netgen_n10000_d0.50_c10000000_1,Netgen,24901344082,24901344082,24901344082,24901344082,24901344082,24901344082,30101006061,7.61,0.91,0.94,0.36,48909,27827,26028,25861,10000,49995000,0.5,2497660.402,4999.5,4863858121,0.000119,5127.6555,0.50015,0.49985,2885180.877,2.0019,0,24976604015,2497.6604,12397967.74,1239.9208
Netgen_n10000_d0.50_c10000000_2,Netgen,18231439487,18231439487,18231439487,18231439487,18231439487,18231439487,18231439487,1.91,0.6,0.75,0.003,25192,19607,18097,13380,10000,49995000,0.5,2497547.657,4999.5,0,7.30E-05,4945.7412,0.50011,0.49989,2885597.461,2.002,0,24975476569,2497.5477,12512460.04,1251.3711
Netgen_n10000_d0.50_c10000000_3,Netgen,24527759978,24527759978,24527759978,24527759978,24527759978,24527759978,24527759978,2.4,0.73,0.92,0.005,33718,27667,25692,17522,10000,49995000,0.5,2497484.646,4999.5,0,9.80E-05,5021.3764,0.50017,0.49983,2885588.762,2.002,0,24974846464,2497.4846,12667696.14,1266.8963
Netgen_n10000_d0.50_c10000000_4,Netgen,18367200511,18367200511,18367200511,18367200511,18367200511,18367200511,18367200511,2.13,0.61,0.77,0.004,25418,19742,18349,13288,10000,49995000,0.5,2497485.288,4999.5,0,7.40E-05,5026.018,0.50013,0.49987,2885783.395,2.002,0,24974852879,2497.4853,12549352.56,1255.0608
Netgen_n10000_d0.50_c10000000_5,Netgen,15121720238,15121720238,15121720238,15121720238,15121720238,15121720238,15121720238,2.05,0.56,0.71,0.004,21927,16199,15289,12016,10000,49995000,0.5,2497469.167,4999.5,0,6.10E-05,5118.5557,0.50023,0.49977,2886071.448,2.002,0,24974691668,2497.4692,12497767.63,1249.9018
Netgen_n10000_d0.60_c1000_1,Netgen,2421562,2421562,2421562,2421562,2421562,2421562,2421562,1.97,0.75,1.65,0.006,27260,23883,21680,11777,10000,59994000,0.6,342.8785,5999.4,0,7.10E-05,5651.3904,0.57091,0.42909,5505.0183,746.0572,0.00175,3428785.216,8.0423,12623085.29,1262.4348
Netgen_n10000_d0.60_c1000_2,Netgen,662266,662266,662266,662266,662266,662266,662266,1.16,0.36,0.71,0.001,7263,5341,4480,3970,10000,59994000,0.6,344.2085,5999.4,0,1.90E-05,2219.321,0.57287,0.42713,5671.741,765.7166,0.001743,3442085.275,7.8358,12544166.93,1254.5421
Netgen_n10000_d0.60_c1000_3,Netgen,3958825,3958825,3958825,3958825,3958825,3958825,3958825,6.02,1.4,2.69,0.781,73407,42170,37889,41536,10000,59994000,0.6,395.3944,5999.4,263856,0.000107,6188.1404,0.6579,0.3421,12279.199,1443.7411,0.001517,3953944.394,4.1559,10949336.71,1095.0432
Netgen_n10000_d0.60_c1000_4,Netgen,3811671,3811671,3811671,3811671,3811671,3811671,3811671,6.65,1.41,3.58,0.899,121787,35992,48830,56096,10000,59994000,0.6,379.7504,5999.4,2017141,0.000154,6514.8399,0.63188,0.36812,10258.6115,1255.8369,0.00158,3797504.391,4.7777,11463427.08,1146.4574
Netgen_n10000_d0.60_c1000_5,Netgen,3461679,3461679,3461679,3461679,3461679,3461679,3461679,5.64,1.27,2,0.819,54375,36146,32164,30205,10000,59994000,0.6,350.2885,5999.4,188453,0.000104,5992.7399,0.58279,0.41721,6454.752,856.4369,0.001713,3502885.175,7.0058,12447612.3,1244.8857
Netgen_n10000_d0.60_c10000_1,Netgen,4462495,4462495,4462495,4462495,4462495,4462495,4462495,1.06,0.3,0.76,0.002,5119,3994,3747,2183,10000,59994000,0.6,3071.2764,5999.4,0,1.50E-05,5175.6445,0.51163,0.48837,9555.1049,138.8169,0.000195,30712763.65,43.2224,14066710.69,1406.8117
