Instances,Source,algo_Hi_PR,algo_PAR,algo_P2R,algo_Pseudo_Hi_FIFO,feature_Order,feature_Size,feature_AvNdDgr,feature_AVScPotNetExcess,feature_CVAvNdDg,feature_ScCapDens
Wash_Mesh_r1331_co32_c1000000_1(pool),WashMesh,0.078,0.064,0.041,0.016,42594,126445,2.9686,0.5681,3.0631,2.60E-05
Wash_Mesh_r1331_co49_c1000000_1(pool),WashMesh,0.128,0.12,0.092,0.035,65221,194326,2.9795,0.56836,2.4663,1.60E-05
Wash_Mesh_r1331_co5_c1000000_1(pool),WashMesh,0.001,0.001,0.001,0.001,6657,18634,2.7992,0.54254,8.2165,0.000241
Wash_Mesh_r1331_co64_c1000000_1(pool),WashMesh,0.193,0.195,0.165,0.067,85186,254221,2.9843,0.56927,2.1546,1.20E-05
Wash_Mesh_r1331_co7_c1000000_1(pool),WashMesh,0.003,0.003,0.003,0.001,9319,26620,2.8565,0.56083,6.8052,0.000153
Wash_Mesh_r144_co169_c1000000_1(pool),WashMesh,0.017,0.015,0.012,0.011,24338,72864,2.9938,0.56971,0.42411,4.20E-05
Wash_Mesh_r144_co81_c1000000_1(pool),WashMesh,0.01,0.01,0.011,0.003,11666,34848,2.9871,0.5666,0.61394,8.90E-05
Wash_Mesh_r14641_co4_c1000000_1(pool),WashMesh,0.02,0.024,0.019,0.01,58566,161051,2.7499,0.54216,31.1045,3.00E-05
Wash_Mesh_r15625_co13_c1000000_1(pool),WashMesh,0.22,0.259,0.123,0.12,203127,593750,2.923,0.56513,16.7688,6.00E-06
Wash_Mesh_r16807_co16_c1000000_1(pool),WashMesh,0.488,0.404,0.205,0.183,268914,789929,2.9375,0.56388,15.5998,4.00E-06
Wash_Mesh_r16807_co7_c1000000_1(pool),WashMesh,0.072,0.074,0.048,0.033,117651,336140,2.8571,0.5552,24.2481,1.20E-05
Wash_Mesh_r169_co21_c1000000_1(pool),WashMesh,0.002,0.002,0.001,0.001,3551,10478,2.9507,0.56351,1.3273,0.000321
Wash_Mesh_r169_co256_c1000000_1(pool),WashMesh,0.045,0.03,0.028,0.014,43266,129623,2.996,0.57157,0.37458,2.30E-05
Wash_Mesh_r169_co27_c1000000_1(pool),WashMesh,0.002,0.002,0.002,0.001,4565,13520,2.9617,0.56289,1.1664,0.000243
Wash_Mesh_r169_co49_c1000000_1(pool),WashMesh,0.01,0.008,0.007,0.003,8283,24674,2.9789,0.57118,0.86095,0.000128
Wash_Mesh_r169_co512_c1000000_1(pool),WashMesh,0.157,0.087,0.088,0.066,86530,259415,2.998,0.56933,0.26469,1.20E-05
Wash_Mesh_r1728_co100_c1000000_1(pool),WashMesh,0.425,0.534,0.353,0.125,172802,516672,2.99,0.56971,1.9616,6.00E-06
Wash_Mesh_r1728_co17_c1000000_1(pool),WashMesh,0.035,0.03,0.017,0.01,29378,86400,2.941,0.56649,4.8366,4.00E-05
Wash_Mesh_r1728_co23_c1000000_1(pool),WashMesh,0.039,0.047,0.027,0.015,39746,117504,2.9564,0.5632,4.1366,2.90E-05
Wash_Mesh_r1728_co32_c1000000_1(pool),WashMesh,0.051,0.068,0.042,0.018,55298,164160,2.9686,0.56709,3.4925,2.00E-05
Wash_Mesh_r1728_co3_c1000000_1(pool),WashMesh,0.001,0.001,0.001,0,5186,13824,2.6656,0.52915,12.6997,0.000385
Wash_Mesh_r1728_co49_c1000000_1(pool),WashMesh,0.164,0.214,0.111,0.053,84674,252288,2.9795,0.56876,2.8121,1.30E-05
Wash_Mesh_r1728_co64_c1000000_1(pool),WashMesh,0.239,0.296,0.192,0.08,110594,330048,2.9843,0.56812,2.4566,9.00E-06
Wash_Mesh_r1728_co7_c1000000_1(pool),WashMesh,0.003,0.004,0.003,0.002,12098,34560,2.8567,0.5525,7.7592,0.000118
Wash_Mesh_r19683_co2_c1000000_1(pool),WashMesh,0.004,0.006,0.007,0.003,39368,98415,2.4999,0.49878,56.1078,6.40E-05
Wash_Mesh_r19683_co4_c1000000_1(pool),WashMesh,0.022,0.034,0.027,0.013,78734,216513,2.7499,0.54063,36.0672,2.20E-05
Wash_Mesh_r19683_co8_c1000000_1(pool),WashMesh,0.107,0.125,0.069,0.067,157466,452709,2.875,0.55667,24.3944,9.00E-06
Wash_Mesh_r196_co1000_c1000000_1(pool),WashMesh,0.248,0.189,0.154,0.135,196002,587804,2.999,0.56768,0.20456,5.00E-06
Wash_Mesh_r196_co100_c1000000_1(pool),WashMesh,0.022,0.025,0.024,0.009,19602,58604,2.9897,0.56768,0.64885,5.30E-05
Wash_Mesh_r196_co32_c1000000_1(pool),WashMesh,0.005,0.005,0.004,0.002,6274,18620,2.9678,0.56454,1.1553,0.000174
Wash_Mesh_r196_co64_c1000000_1(pool),WashMesh,0.012,0.014,0.012,0.004,12546,37436,2.9839,0.57104,0.8126,8.30E-05
Wash_Mesh_r2048_co10_c1000000_1(pool),WashMesh,0.01,0.012,0.008,0.004,20482,59392,2.8997,0.5593,6.9654,6.40E-05
Wash_Mesh_r2048_co144_c1000000_1(pool),WashMesh,0.74,0.915,0.605,0.3,294914,882688,2.993,0.56944,1.7784,3.00E-06
Wash_Mesh_r2048_co2_c1000000_1(pool),WashMesh,0,0,0,0,4098,10240,2.4988,0.5001,18.0688,0.00061
Wash_Mesh_r2048_co4_c1000000_1(pool),WashMesh,0.001,0.001,0.001,0.001,8194,22528,2.7493,0.54058,11.6144,0.000214
Wash_Mesh_r2197_co64_c1000000_1(pool),WashMesh,0.432,0.452,0.295,0.101,140610,419627,2.9843,0.56898,2.7714,7.00E-06
Wash_Mesh_r21_co196_c1000000_1(pool),WashMesh,0.001,0.001,0.001,0.001,4118,12327,2.9934,0.56409,0.12936,0.000247
Wash_Mesh_r2401_co12_c1000000_1(pool),WashMesh,0.02,0.019,0.013,0.007,28814,84035,2.9165,0.56325,6.8473,4.30E-05
Wash_Mesh_r2401_co16_c1000000_1(pool),WashMesh,0.044,0.042,0.025,0.013,38418,112847,2.9373,0.56532,5.8878,3.10E-05
Wash_Mesh_r2401_co21_c1000000_1(pool),WashMesh,0.066,0.068,0.039,0.019,50423,148862,2.9523,0.56725,5.1134,2.30E-05
Wash_Mesh_r2401_co27_c1000000_1(pool),WashMesh,0.129,0.106,0.068,0.034,64829,192080,2.9629,0.56468,4.4935,1.70E-05
Wash_Mesh_r2401_co7_c1000000_1(pool),WashMesh,0.005,0.006,0.005,0.003,16809,48020,2.8568,0.55771,9.1521,8.50E-05
Wash_Mesh_r2401_co81_c1000000_1(pool),WashMesh,0.646,0.627,0.444,0.161,194483,581042,2.9876,0.56842,2.5729,5.00E-06
Wash_Mesh_r243_co169_c1000000_1(pool),WashMesh,0.075,0.055,0.05,0.026,41069,122958,2.9939,0.56261,0.55716,2.50E-05
Wash_Mesh_r243_co16_c1000000_1(pool),WashMesh,0.002,0.002,0.001,0.001,3890,11421,2.936,0.56956,1.8458,0.000304
Wash_Mesh_r243_co21_c1000000_1(pool),WashMesh,0.005,0.004,0.003,0.001,5105,15066,2.9512,0.56852,1.603,0.000223
Wash_Mesh_r243_co343_c1000000_1(pool),WashMesh,0.152,0.097,0.084,0.067,83351,249804,2.997,0.5706,0.3907,1.20E-05
Wash_Mesh_r243_co49_c1000000_1(pool),WashMesh,0.007,0.006,0.005,0.003,11909,35478,2.9791,0.57031,1.0398,8.90E-05
Wash_Mesh_r256_co27_c1000000_1(pool),WashMesh,0.004,0.005,0.004,0.002,6914,20480,2.9621,0.55446,1.447,0.000162
Wash_Mesh_r256_co64_c1000000_1(pool),WashMesh,0.021,0.022,0.018,0.007,16386,48896,2.984,0.56718,0.93311,6.40E-05
Wash_Mesh_r25_co243_c1000000_1(pool),WashMesh,0.003,0.002,0.002,0.001,6077,18200,2.9949,0.56748,0.13002,0.000166
Wash_Mesh_r2744_co100_c1000000_1(pool),WashMesh,1.078,1.189,0.919,0.348,274402,820456,2.99,0.56751,2.474,4.00E-06
Wash_Mesh_r2744_co2_c1000000_1(pool),WashMesh,0,0,0,0,5490,13720,2.4991,0.49946,20.9246,0.000455
Wash_Mesh_r2744_co32_c1000000_1(pool),WashMesh,0.143,0.185,0.102,0.047,87810,260680,2.9687,0.57014,4.4048,1.20E-05
Wash_Mesh_r2744_co4_c1000000_1(pool),WashMesh,0.002,0.002,0.002,0.001,10978,30184,2.7495,0.53745,13.4503,0.00016
Wash_Mesh_r28561_co2_c1000000_1(pool),WashMesh,0.006,0.009,0.014,0.005,57124,142805,2.4999,0.50103,67.5911,4.40E-05
Wash_Mesh_r28561_co8_c1000000_1(pool),WashMesh,0.192,0.206,0.115,0.12,228490,656903,2.875,0.55769,29.3873,6.00E-06
Wash_Mesh_r289_co12_c1000000_1(pool),WashMesh,0.002,0.001,0.001,0.001,3470,10115,2.915,0.56538,2.3471,0.00036
Wash_Mesh_r289_co32_c1000000_1(pool),WashMesh,0.009,0.007,0.006,0.002,9250,27455,2.9681,0.5643,1.412,0.000118
Wash_Mesh_r289_co625_c1000000_1(pool),WashMesh,0.534,0.316,0.326,0.271,180627,541586,2.9984,0.56761,0.31633,6.00E-06
Wash_Mesh_r289_co81_c1000000_1(pool),WashMesh,0.039,0.029,0.027,0.01,23411,69938,2.9874,0.57396,0.88186,4.40E-05
Wash_Mesh_r2_co100000_c1000000_1(pool),WashMesh,0.036,0.027,0.029,0.083,200002,400000,2,0.37775,0.003873,5.00E-06
Wash_Mesh_r2_co10000_c1000000_1(pool),WashMesh,0.001,0.001,0.001,0.001,20002,40000,1.9998,0.38122,0.012247,5.00E-05
Wash_Mesh_r2_co14641_c1000000_1(pool),WashMesh,0.004,0.004,0.004,0.006,29284,58564,1.9999,0.38159,0.010122,3.40E-05
Wash_Mesh_r2_co1728_c1000000_1(pool),WashMesh,0,0,0,0,3458,6912,1.9988,0.3844,0.029453,0.000288
Wash_Mesh_r2_co19683_c1000000_1(pool),WashMesh,0.004,0.004,0.004,0.003,39368,78732,1.9999,0.37767,0.008729,2.60E-05
Wash_Mesh_r2_co2401_c1000000_1(pool),WashMesh,0,0,0,0,4804,9604,1.9992,0.37691,0.024989,0.000209
Wash_Mesh_r2_co28561_c1000000_1(pool),WashMesh,0.007,0.007,0.007,0.006,57124,114244,1.9999,0.37869,0.007247,1.80E-05
Wash_Mesh_r2_co3125_c1000000_1(pool),WashMesh,0,0,0,0,6252,12500,1.9994,0.38936,0.021905,0.000159
Wash_Mesh_r2_co38416_c1000000_1(pool),WashMesh,0.012,0.011,0.011,0.024,76834,153664,1.9999,0.37917,0.006249,1.30E-05
Wash_Mesh_r2_co4913_c1000000_1(pool),WashMesh,0.001,0.001,0,0.001,9828,19652,1.9996,0.3843,0.017471,0.000102
Wash_Mesh_r2_co59049_c1000000_1(pool),WashMesh,0.018,0.014,0.013,0.026,118100,236196,2,0.37882,0.00504,8.00E-06
Wash_Mesh_r2_co6561_c1000000_1(pool),WashMesh,0.001,0.001,0.001,0.001,13124,26244,1.9997,0.37772,0.015119,7.60E-05
Wash_Mesh_r3125_co49_c1000000_1(pool),WashMesh,0.516,0.411,0.302,0.114,153127,456250,2.9796,0.56896,3.7856,7.00E-06
Wash_Mesh_r3125_co64_c1000000_1(pool),WashMesh,0.584,0.517,0.328,0.158,200002,596875,2.9843,0.56877,3.3071,5.00E-06
Wash_Mesh_r3125_co81_c1000000_1(pool),WashMesh,0.869,0.823,0.523,0.234,253127,756250,2.9876,0.56833,2.9364,4.00E-06
Wash_Mesh_r3125_co8_c1000000_1(pool),WashMesh,0.011,0.011,0.008,0.005,25002,71875,2.8748,0.55766,9.7098,5.50E-05
Wash_Mesh_r32_co256_c1000000_1(pool),WashMesh,0.003,0.003,0.002,0.002,8194,24544,2.9954,0.57959,0.14787,0.000123
Wash_Mesh_r32_co343_c1000000_1(pool),WashMesh,0.005,0.006,0.005,0.003,10978,32896,2.9965,0.56158,0.12771,9.20E-05
Wash_Mesh_r32_co512_c1000000_1(pool),WashMesh,0.006,0.006,0.005,0.005,16386,49120,2.9977,0.57192,0.10449,6.10E-05
Wash_Mesh_r343_co100_c1000000_1(pool),WashMesh,0.058,0.047,0.051,0.02,34302,102557,2.9898,0.57049,0.86584,3.00E-05
Wash_Mesh_r343_co128_c1000000_1(pool),WashMesh,0.064,0.045,0.038,0.022,43906,131369,2.9921,0.56697,0.76474,2.30E-05
Wash_Mesh_r343_co14_c1000000_1(pool),WashMesh,0.002,0.002,0.002,0.001,4804,14063,2.9274,0.56339,2.3628,0.000253
Wash_Mesh_r343_co169_c1000000_1(pool),WashMesh,0.106,0.084,0.078,0.035,57969,173558,2.994,0.56772,0.66512,1.80E-05
Wash_Mesh_r343_co19_c1000000_1(pool),WashMesh,0.004,0.003,0.003,0.001,6519,19208,2.9465,0.5619,2.0152,0.000179
Wash_Mesh_r343_co243_c1000000_1(pool),WashMesh,0.19,0.136,0.128,0.055,83351,249704,2.9958,0.56777,0.55434,1.20E-05
Wash_Mesh_r343_co343_c1000000_1(pool),WashMesh,0.356,0.226,0.253,0.117,117651,352604,2.997,0.56793,0.4664,9.00E-06
Wash_Mesh_r343_co49_c1000000_1(pool),WashMesh,0.021,0.018,0.014,0.006,16809,50078,2.9792,0.57455,1.2413,6.30E-05
Wash_Mesh_r361_co25_c1000000_1(pool),WashMesh,0.005,0.005,0.004,0.002,9027,26714,2.9593,0.56728,1.7957,0.000124
Wash_Mesh_r38416_co2_c1000000_1(pool),WashMesh,0.009,0.025,0.028,0.011,76834,192080,2.4999,0.50102,78.3923,3.30E-05
Wash_Mesh_r38416_co3_c1000000_1(pool),WashMesh,0.028,0.053,0.05,0.019,115250,307328,2.6666,0.52754,60.0065,1.70E-05
Wash_Mesh_r38416_co4_c1000000_1(pool),WashMesh,0.044,0.084,0.072,0.038,153666,422576,2.75,0.54206,50.3923,1.10E-05
Wash_Mesh_r400_co10_c1000000_1(pool),WashMesh,0.001,0.002,0.001,0.001,4002,11600,2.8986,0.57284,3.0539,0.000323
Wash_Mesh_r400_co32_c1000000_1(pool),WashMesh,0.014,0.014,0.012,0.004,12802,38000,2.9683,0.56937,1.6675,8.60E-05
Wash_Mesh_r400_co400_c1000000_1(pool),WashMesh,0.368,0.33,0.304,0.187,160002,479600,2.9975,0.56891,0.46711,6.00E-06
Wash_Mesh_r400_co64_c1000000_1(pool),WashMesh,0.037,0.04,0.033,0.012,25602,76400,2.9841,0.56654,1.1729,4.10E-05
Wash_Mesh_r4096_co10_c1000000_1(pool),WashMesh,0.02,0.03,0.018,0.013,40962,118784,2.8999,0.5613,9.86,3.20E-05
Wash_Mesh_r4096_co13_c1000000_1(pool),WashMesh,0.043,0.059,0.029,0.021,53250,155648,2.923,0.56025,8.5795,2.30E-05
Wash_Mesh_r4096_co17_c1000000_1(pool),WashMesh,0.069,0.098,0.046,0.032,69634,204800,2.9411,0.56672,7.4564,1.70E-05
Wash_Mesh_r4096_co23_c1000000_1(pool),WashMesh,0.129,0.172,0.091,0.054,94210,278528,2.9565,0.56804,6.3772,1.20E-05
Wash_Mesh_r4096_co2_c1000000_1(pool),WashMesh,0,0.001,0.001,0,8194,20480,2.4994,0.50324,25.5766,0.000305
Wash_Mesh_r4096_co32_c1000000_1(pool),WashMesh,0.219,0.31,0.16,0.089,131074,389120,2.9687,0.56673,5.3842,8.00E-06
Wash_Mesh_r4096_co49_c1000000_1(pool),WashMesh,0.513,0.593,0.337,0.158,200706,598016,2.9796,0.56932,4.3353,5.00E-06
Wash_Mesh_r4096_co4_c1000000_1(pool),WashMesh,0.003,0.004,0.004,0.002,16386,45056,2.7497,0.53871,16.4407,0.000107
Wash_Mesh_r4096_co64_c1000000_1(pool),WashMesh,0.872,1.149,0.719,0.249,262146,782336,2.9844,0.56829,3.7873,4.00E-06
Wash_Mesh_r441_co100_c1000000_1(pool),WashMesh,0.102,0.078,0.066,0.027,44102,131859,2.9899,0.57199,0.98431,2.30E-05
Wash_Mesh_r441_co14_c1000000_1(pool),WashMesh,0.002,0.002,0.002,0.001,6176,18081,2.9276,0.5789,2.686,0.000196
Wash_Mesh_r441_co19_c1000000_1(pool),WashMesh,0.007,0.006,0.004,0.002,8381,24696,2.9467,0.56551,2.2909,0.000138
Wash_Mesh_r441_co529_c1000000_1(pool),WashMesh,0.86,0.542,0.452,0.318,233291,699426,2.9981,0.56942,0.4268,4.00E-06
Wash_Mesh_r4913_co5_c1000000_1(pool),WashMesh,0.007,0.009,0.006,0.004,24567,68782,2.7998,0.54857,15.8198,6.50E-05
Wash_Mesh_r49_co1000_c1000000_1(pool),WashMesh,0.041,0.027,0.025,0.029,49002,146951,2.9989,0.57192,0.096336,2.00E-05
Wash_Mesh_r49_co100_c1000000_1(pool),WashMesh,0.003,0.002,0.002,0.001,4902,14651,2.9888,0.5704,0.30556,0.000208
Wash_Mesh_r49_co144_c1000000_1(pool),WashMesh,0.004,0.002,0.002,0.001,7058,21119,2.9922,0.57074,0.25437,0.000144
Wash_Mesh_r49_co441_c1000000_1(pool),WashMesh,0.018,0.012,0.011,0.007,21611,64778,2.9975,0.57026,0.14513,4.70E-05
Wash_Mesh_r49_co625_c1000000_1(pool),WashMesh,0.023,0.015,0.015,0.009,30627,91826,2.9982,0.57216,0.12188,3.30E-05
Wash_Mesh_r512_co10_c1000000_1(pool),WashMesh,0.002,0.002,0.001,0.001,5122,14848,2.8989,0.562,3.4626,0.000253
Wash_Mesh_r512_co169_c1000000_1(pool),WashMesh,0.193,0.177,0.163,0.111,86530,259072,2.994,0.5683,0.81575,1.20E-05
Wash_Mesh_r512_co23_c1000000_1(pool),WashMesh,0.011,0.011,0.008,0.003,11778,34816,2.956,0.57379,2.2394,9.60E-05
Wash_Mesh_r512_co32_c1000000_1(pool),WashMesh,0.017,0.02,0.014,0.006,16386,48640,2.9684,0.57096,1.8907,6.70E-05
Wash_Mesh_r512_co400_c1000000_1(pool),WashMesh,0.614,0.557,0.506,0.421,204802,613888,2.9975,0.56987,0.52963,5.00E-06
Wash_Mesh_r512_co49_c1000000_1(pool),WashMesh,0.024,0.028,0.019,0.01,25090,74752,2.9794,0.568,1.5223,4.20E-05
Wash_Mesh_r512_co64_c1000000_1(pool),WashMesh,0.052,0.06,0.044,0.017,32770,97792,2.9842,0.56692,1.3299,3.20E-05
Wash_Mesh_r512_co7_c1000000_1(pool),WashMesh,0.001,0.001,0.001,0,3586,10240,2.8555,0.55849,4.2008,0.000399
Wash_Mesh_r529_co400_c1000000_1(pool),WashMesh,0.903,0.568,0.523,0.291,211602,634271,2.9975,0.56669,0.53849,5.00E-06
Wash_Mesh_r529_co512_c1000000_1(pool),WashMesh,1.02,0.639,0.507,0.282,270850,812015,2.998,0.56933,0.47587,4.00E-06
Wash_Mesh_r625_co11_c1000000_1(pool),WashMesh,0.003,0.003,0.002,0.001,6877,20000,2.9082,0.56507,3.6413,0.000185
Wash_Mesh_r625_co14_c1000000_1(pool),WashMesh,0.004,0.004,0.003,0.002,8752,25625,2.9279,0.56732,3.2061,0.000138
Wash_Mesh_r625_co289_c1000000_1(pool),WashMesh,0.583,0.415,0.353,0.157,180627,541250,2.9965,0.56863,0.68962,6.00E-06
Wash_Mesh_r625_co81_c1000000_1(pool),WashMesh,0.074,0.061,0.052,0.022,50627,151250,2.9875,0.56981,1.3065,2.00E-05
Wash_Mesh_r64_co1024_c1000000_1(pool),WashMesh,0.052,0.042,0.034,0.031,65538,196544,2.9989,0.56681,0.11083,1.50E-05
Wash_Mesh_r64_co144_c1000000_1(pool),WashMesh,0.007,0.007,0.006,0.003,9218,27584,2.9924,0.57672,0.29614,0.000111
Wash_Mesh_r64_co196_c1000000_1(pool),WashMesh,0.006,0.008,0.006,0.004,12546,37568,2.9944,0.57121,0.25367,8.10E-05
Wash_Mesh_r64_co64_c1000000_1(pool),WashMesh,0.002,0.002,0.002,0.001,4098,12224,2.9829,0.561,0.4455,0.000255
Wash_Mesh_r6561_co12_c1000000_1(pool),WashMesh,0.094,0.073,0.045,0.029,78734,229635,2.9166,0.56391,11.3308,1.60E-05
Wash_Mesh_r6561_co16_c1000000_1(pool),WashMesh,0.125,0.124,0.062,0.045,104978,308367,2.9374,0.56406,9.7432,1.10E-05
Wash_Mesh_r6561_co21_c1000000_1(pool),WashMesh,0.245,0.234,0.119,0.071,137783,406782,2.9523,0.5654,8.4616,8.00E-06
Wash_Mesh_r6561_co27_c1000000_1(pool),WashMesh,0.353,0.375,0.179,0.106,177149,524880,2.9629,0.5689,7.4358,6.00E-06
Wash_Mesh_r6561_co2_c1000000_1(pool),WashMesh,0.001,0.001,0.002,0.001,13124,32805,2.4996,0.49915,32.3815,0.000191
Wash_Mesh_r6561_co49_c1000000_1(pool),WashMesh,1.169,1.087,0.635,0.258,321491,957906,2.9796,0.56708,5.4888,3.00E-06
Wash_Mesh_r6561_co7_c1000000_1(pool),WashMesh,0.021,0.022,0.017,0.01,45929,131220,2.857,0.55849,15.1446,3.10E-05
Wash_Mesh_r729_co100_c1000000_1(pool),WashMesh,0.159,0.123,0.096,0.041,72902,217971,2.9899,0.56769,1.2701,1.40E-05
Wash_Mesh_r729_co128_c1000000_1(pool),WashMesh,0.267,0.2,0.157,0.073,93314,279207,2.9921,0.56709,1.1218,1.10E-05
Wash_Mesh_r729_co169_c1000000_1(pool),WashMesh,0.332,0.259,0.194,0.117,123203,368874,2.994,0.56876,0.97565,8.00E-06
Wash_Mesh_r729_co16_c1000000_1(pool),WashMesh,0.009,0.007,0.005,0.003,11666,34263,2.937,0.56999,3.232,0.000102
Wash_Mesh_r729_co21_c1000000_1(pool),WashMesh,0.012,0.011,0.008,0.004,15311,45198,2.952,0.56582,2.8069,7.40E-05
Wash_Mesh_r729_co256_c1000000_1(pool),WashMesh,0.642,0.452,0.43,0.247,186626,559143,2.9961,0.56759,0.79218,5.00E-06
Wash_Mesh_r729_co27_c1000000_1(pool),WashMesh,0.019,0.015,0.012,0.006,19685,58320,2.9627,0.56212,2.4666,5.70E-05
Wash_Mesh_r729_co343_c1000000_1(pool),WashMesh,0.802,0.583,0.466,0.24,250049,749412,2.9971,0.56975,0.68415,4.00E-06
Wash_Mesh_r729_co361_c1000000_1(pool),WashMesh,0.955,0.724,0.607,0.374,263171,788778,2.9972,0.56919,0.66684,4.00E-06
Wash_Mesh_r729_co49_c1000000_1(pool),WashMesh,0.067,0.068,0.053,0.016,35723,106434,2.9794,0.57208,1.8207,3.00E-05
Wash_Mesh_r729_co7_c1000000_1(pool),WashMesh,0.001,0.001,0.001,0.001,5105,14580,2.856,0.55924,5.0241,0.000279
Wash_Mesh_r81_co343_c1000000_1(pool),WashMesh,0.024,0.017,0.016,0.012,27785,83268,2.9969,0.5639,0.21835,3.60E-05
Washington_RLG_Long_1026_1(g_1k),WashRLG,0,0,0,0,1026,3008,2.9318,0.81357,1.0632,0.001154
Washington_RLG_Long_1048578_1(g_1k),WashRLG,0.862,0.48,0.502,0.859,1048578,3145664,2.9999,0.87697,0.56404,1.00E-06
Washington_RLG_Long_1048578_3(g_1k),WashRLG,0.605,0.342,0.361,0.354,1048578,3145664,2.9999,0.87645,0.56423,1.00E-06
Washington_RLG_Long_131074_1(g_1k),WashRLG,0.089,0.076,0.078,0.053,131074,393152,2.9995,0.87558,0.56823,8.00E-06
Washington_RLG_Long_16386_1(g_1k),WashRLG,0.015,0.011,0.013,0.005,16386,49088,2.9957,0.86736,0.60325,6.20E-05
Washington_RLG_Long_2050_1(g_1k),WashRLG,0.001,0.001,0.001,0,2050,6080,2.9659,0.81703,0.83619,0.00053
Washington_RLG_Long_2097154_1(g_1k),WashRLG,1.471,0.78,0.814,0.856,2097154,6291392,3,0.87772,0.56447,0
Washington_RLG_Long_262146_1(g_1k),WashRLG,0.197,0.103,0.108,0.081,262146,786368,2.9997,0.87634,0.56693,4.00E-06
Washington_RLG_Long_32770_1(g_1k),WashRLG,0.019,0.019,0.016,0.011,32770,98240,2.9979,0.87068,0.58353,3.10E-05
Washington_RLG_Long_4098_1(g_1k),WashRLG,0.002,0.002,0.002,0.001,4098,12224,2.9829,0.82692,0.7031,0.000254
Washington_RLG_Long_4194306_1(g_1k),WashRLG,2.959,1.666,1.771,2.612,4194306,12582848,3,0.87751,0.56408,0
Washington_RLG_Long_65538_1(g_1k),WashRLG,0.045,0.03,0.032,0.027,65538,196544,2.9989,0.87074,0.57227,1.50E-05
Washington_RLG_Long_8194_1(g_1k),WashRLG,0.005,0.005,0.005,0.002,8194,24512,2.9915,0.87921,0.64906,0.000124
Washington_RLG_Long_8388610_1(g_1k),WashRLG,5.758,3.428,3.578,7.423,8388610,25165760,3,0.87709,0.56378,0
Washington_RLG_Long_8388610_2(g_1k),WashRLG,5.42,3.107,3.298,4.71,8388610,25165760,3,0.87707,0.56355,0
Washington_RLG_Long_4194306_3(_10k),WashRLG,2.948,1.808,1.868,2.789,4194306,12582848,3,0.87686,0.56407,0
Washington_RLG_Long_1048578_5(100k),WashRLG,0.736,0.484,0.5,0.657,1048578,3145664,2.9999,0.87642,0.56421,1.00E-06
Washington_RLG_Long_2097154_2(100k),WashRLG,1.309,0.751,0.754,0.878,2097154,6291392,3,0.87676,0.56409,0
Washington_RLG_Long_2097154_4(100k),WashRLG,1.307,0.751,0.851,0.833,2097154,6291392,3,0.87713,0.5643,0
Wash_RLG_Pool_r1024_co1024_c100000000_1(Pool),WashRLG,4.263,1.427,1.846,1.185,1048578,3144704,2.999,0.8912,0.7436,1.00E-06
Wash_RLG_Pool_r1024_co1024_c10000000_1(Pool),WashRLG,3.082,1.179,1.626,0.821,1048578,3144704,2.999,0.88746,0.74332,1.00E-06
Wash_RLG_Pool_r1024_co128_c100000000_1(Pool),WashRLG,0.236,0.103,0.113,0.076,131074,392192,2.9921,0.87866,1.45,8.00E-06
Wash_RLG_Pool_r1024_co256_c100000000_1(Pool),WashRLG,0.797,0.31,0.416,0.299,262146,785408,2.9961,0.88591,1.1029,4.00E-06
Wash_RLG_Pool_r1024_co32_c100000000_1(Pool),WashRLG,0.055,0.043,0.038,0.018,32770,97280,2.9686,0.84828,2.7452,3.30E-05
Wash_RLG_Pool_r1024_co512_c100000000_1(Pool),WashRLG,1.903,0.625,0.856,0.457,524290,1571840,2.998,0.89069,0.87991,2.00E-06
Wash_RLG_Pool_r1024_co64_c100000000_1(Pool),WashRLG,0.108,0.078,0.085,0.04,65538,195584,2.9843,0.87148,1.9748,1.60E-05
Wash_RLG_Pool_r128_co32_c100000000_1(Pool),WashRLG,0.004,0.003,0.003,0.001,4098,12160,2.9673,0.84602,1.0852,0.000266
Wash_RLG_Pool_r128_co64_c100000000_1(Pool),WashRLG,0.007,0.006,0.006,0.002,8194,24448,2.9836,0.86896,0.8662,0.000126
Wash_RLG_Pool_r15625_co3125_c100000000_1(Pool),WashRLG,1475.81,203.884,306.246,157.729,48828127,146468750,2.9997,0.89256,1.2017,0
Wash_RLG_Pool_r19683_co2187_c100000000_1(Pool),WashRLG,1381.242,187.836,284.186,178.186,43046723,129120480,2.9995,0.89227,1.5274,0
Wash_RLG_Pool_r19683_co2187_c10000000_1(Pool),WashRLG,1187.867,167.457,258.554,121.671,43046723,129120480,2.9995,0.88825,1.5274,0
Wash_RLG_Pool_r19683_co243_c100000000_1(Pool),WashRLG,71.671,28.977,37.777,16.191,4782971,14329224,2.9959,0.88642,4.2866,0
Wash_RLG_Pool_r19683_co6561_c100000000_1(Pool),WashRLG,5282.155,434.308,615.872,263.305,129140165,387400806,2.9998,0.89303,0.99989,0
Wash_RLG_Pool_r19683_co6561_c1000000_1(Pool),WashRLG,5355.958,528.875,643.076,292.301,129140165,387400806,2.9998,0.88884,0.99988,0
Wash_RLG_Pool_r19683_co729_c100000000_1(Pool),WashRLG,311.467,64.573,93.334,41.394,14348909,43027038,2.9986,0.89054,2.5172,0
